protocolo;numero_licitacao;modalidade;cd_ugestora;valor_licitado;ano_homologacao;cpf_cnpj_proponente;valor_proposta;situacao_proposta
Doc. 54840/19;00013/2019;Pregao Presencial;602168;2.610.000,00;2019;239121590001-88;884.300,00;Vencedora
Doc. 54840/19;00013/2019;Pregao Presencial;602168;2.760.000,00;2019;283303000001-58;69.700,00;Vencedora
Doc. 54850/19;00010/2019;Tomada de Precos;201057;6.840.000,00;2019;306105550001-16;12.000.000,00;Vencedora
Doc. 54852/19;00055/2019;Pregao Presencial;201208;23.280.000,00;2019;153481420001-11;5.046.000,00;Vencedora
Doc. 54852/19;00055/2019;Pregao Presencial;201208;41.790.377,00;2019;275455830001-92;5.348.700,00;Perdedora
Doc. 54885/21;00001/2021;Pregao Presencial;101072;7.920.000,00;2021;91969740001-67;2.040.000,00;Vencedora
Doc. 54889/19;00002/2019;Leilao;201018;14.232.000,00;2019;242718510001-37;320.000,00;Vencedora
Doc. 54912/21;00016/2021;Pregao Presencial;201037;150.000,00;2021;265132380001-04;1.900.000,00;Vencedora
Doc. 54913/21;00030/2021;Pregao Presencial;201086;5.170.000,00;2021;111034480001-57;5.040.000,00;Vencedora
Doc. 54917/20;00045/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);601099;96.256.717,00;2020;17042900001-17;2.970.000,00;Vencedora
Doc. 54917/20;00045/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);601099;2.408.652,00;2020;32465870001-01;3.600.000,00;Perdedora
Doc. 54917/20;00045/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);601099;8.180.000,00;2020;92608310001-77;3.356.100,00;Perdedora
Doc. 54942/19;00033/2019;Pregao Presencial;201030;23.280.000,00;2019;119911480001-51;49.308.000,00;Vencedora
Doc. 54960/19;00001/2019;Chamada Publica;201211;14.000.000,00;2019;10353820001-51;18.456.250,00;Vencedora
Doc. 54960/19;00001/2019;Chamada Publica;201211;2.800.000,00;2019;42160590001-72;18.456.250,00;Vencedora
Doc. 54968/19;00011/2019;Tomada de Precos;201200;40.837.800,00;2020;150029820001-28;19.794.834,00;Vencedora
Doc. 54968/19;00011/2019;Tomada de Precos;201200;6.000.000,00;2020;246585680001-62;21.156.788,00;Perdedora
Doc. 54968/19;00011/2019;Tomada de Precos;201200;7.400.000,00;2020;274504260001-01;22.858.801,00;Perdedora
Doc. 54968/19;00011/2019;Tomada de Precos;201200;7.400.000,00;2020;277761490001-13;20.955.766,00;Perdedora
Doc. 54968/19;00011/2019;Tomada de Precos;201200;4.200.000,00;2020;306220900001-13;23.800.390,00;Perdedora
Doc. 54968/19;00011/2019;Tomada de Precos;201200;22.000.000,00;2020;325370970001-62;22.047.158,00;Perdedora
Doc. 54968/19;00011/2019;Tomada de Precos;201200;40.837.800,00;2020;337770360001-35;20.437.291,00;Perdedora
Doc. 54968/19;00011/2019;Tomada de Precos;201200;40.837.800,00;2020;355900900001-00;21.415.449,00;Perdedora
Doc. 54972/21;00005/2021;Chamada Publica;201114;5.170.000,00;2021;233434240001-54;8.330.000,00;Vencedora
Doc. 54980/19;00026/2019;Pregao Presencial;201006;40.837.800,00;2019;126738020001-41;7.872.410,00;Vencedora
Doc. 54998/19;00013/2019;Pregao Presencial;602139;17.692.800,00;2019;39655170001-03;1.233.200,00;Vencedora
Doc. 54998/19;00013/2019;Pregao Presencial;602139;20.520.000,00;2019;46791190001-93;4.982.597,00;Vencedora
Doc. 54998/19;00013/2019;Pregao Presencial;602139;18.336.000,00;2019;59228110001-63;5.301.000,00;Vencedora
Doc. 54998/19;00013/2019;Pregao Presencial;602139;3.047.250,00;2019;80363080001-07;7.517.900,00;Perdedora
Doc. 54998/19;00013/2019;Pregao Presencial;602139;3.047.250,00;2019;127109160001-14;3.000.000,00;Vencedora
Doc. 54998/19;00013/2019;Pregao Presencial;602139;1.956.250,00;2019;268732360001-26;192.000,00;Vencedora
Doc. 54998/19;00013/2019;Pregao Presencial;602139;3.047.250,00;2019;975328790001-54;16.119.336,00;Perdedora
Doc. 54999/21;00017/2021;Pregao Presencial;201116;5.170.000,00;2021;35382670001-25;3.900.000,00;Vencedora
Doc. 55007/21;00011/2021;Pregao Presencial;201134;5.170.000,00;2021;167474410001-91;2.490.000,00;Vencedora
Doc. 55010/19;00044/2019;Pregao Presencial;201086;8.176.060,00;2019;46791190001-93;238.076,00;Vencedora
Doc. 55010/19;00044/2019;Pregao Presencial;201086;110.466.940,00;2019;94780230001-80;381.860,00;Vencedora
Doc. 55010/19;00044/2019;Pregao Presencial;201086;8.176.060,00;2019;107190480001-08;5.071.400,00;Vencedora
Doc. 55010/19;00044/2019;Pregao Presencial;201086;18.336.000,00;2019;127109160001-14;1.983.800,00;Vencedora
Doc. 55010/19;00044/2019;Pregao Presencial;201086;2.100.000,00;2019;209342780001-43;540.800,00;Vencedora
Doc. 55010/19;00044/2019;Pregao Presencial;201086;8.176.060,00;2019;210627770001-50;1.677.100,00;Vencedora
Doc. 55011/21;00038/2021;Dispensa (Lei 14.133/21);201172;5.170.000,00;2021;91969740001-67;3.000.000,00;Vencedora
Doc. 55021/19;00019/2019;Pregao Presencial;201204;47.757.340,00;2019;272841470001-07;1.032.000,00;Vencedora
Doc. 55021/19;00019/2019;Pregao Presencial;201204;8.400.000,00;2019;274216280001-17;1.032.000,00;Vencedora
Doc. 55021/19;00019/2019;Pregao Presencial;201204;8.400.000,00;2019;301156030001-08;1.080.000,00;Vencedora
Doc. 55021/19;00019/2019;Pregao Presencial;201204;8.400.000,00;2019;301816340001-59;1.062.000,00;Vencedora
Doc. 55044/19;00026/2019;Pregao Presencial;601200;8.400.000,00;2019;95082260001-72;14.429.500,00;Vencedora
Doc. 55050/19;00005/2019;Tomada de Precos;201036;3.800.000,00;2019;44417850001-99;27.481.159,00;Perdedora
Doc. 55050/19;00005/2019;Tomada de Precos;201036;2.840.000,00;2019;76093110001-00;31.591.838,00;Perdedora
Doc. 55050/19;00005/2019;Tomada de Precos;201036;106.574.850,00;2019;108722800001-81;32.525.575,00;Perdedora
Doc. 55050/19;00005/2019;Tomada de Precos;201036;3.060.000,00;2019;111706030001-58;28.268.549,00;Perdedora
Doc. 55050/19;00005/2019;Tomada de Precos;201036;106.574.850,00;2019;124027030001-25;32.125.570,00;Perdedora
Doc. 55050/19;00005/2019;Tomada de Precos;201036;11.760.000,00;2019;137218260001-91;26.684.430,00;Vencedora
Doc. 55050/19;00005/2019;Tomada de Precos;201036;24.832.116,00;2019;174402860001-29;30.248.350,00;Perdedora
Doc. 55050/19;00005/2019;Tomada de Precos;201036;3.300.000,00;2019;185787310001-84;31.415.482,00;Perdedora
Doc. 55050/19;00005/2019;Tomada de Precos;201036;1.500.000,00;2019;212119070001-70;31.251.553,00;Perdedora
Doc. 55050/19;00005/2019;Tomada de Precos;201036;821.501,00;2019;240648040001-12;32.438.580,00;Perdedora
Doc. 55050/19;00005/2019;Tomada de Precos;201036;3.750.000,00;2019;265209260001-00;28.293.181,00;Perdedora
Doc. 55050/19;00005/2019;Tomada de Precos;201036;106.574.850,00;2019;297113430001-46;24.037.358,00;Perdedora
Doc. 55050/19;00005/2019;Tomada de Precos;201036;3.750.000,00;2019;311722010001-08;31.125.909,00;Perdedora
Doc. 55055/19;00006/2019;Tomada de Precos;201036;12.692.641,00;2019;44417850001-99;23.113.156,00;Perdedora
Doc. 55055/19;00006/2019;Tomada de Precos;201036;4.105.000,00;2019;76093110001-00;23.700.076,00;Perdedora
Doc. 55055/19;00006/2019;Tomada de Precos;201036;4.549.000,00;2019;91818320001-26;20.938.460,00;Vencedora
Doc. 55055/19;00006/2019;Tomada de Precos;201036;11.760.000,00;2019;108722800001-81;21.093.205,00;Perdedora
Doc. 55055/19;00006/2019;Tomada de Precos;201036;100;2019;111706030001-58;21.282.329,00;Perdedora
Doc. 55055/19;00006/2019;Tomada de Precos;201036;12.412.000,00;2019;124027030001-25;24.199.534,00;Perdedora
Doc. 55055/19;00006/2019;Tomada de Precos;201036;4.105.000,00;2019;137218260001-91;23.938.583,00;Perdedora
Doc. 55055/19;00006/2019;Tomada de Precos;201036;10.450.000,00;2019;174402860001-29;22.737.225,00;Perdedora
Doc. 55055/19;00006/2019;Tomada de Precos;201036;1.440.000,00;2019;176040050001-26;23.938.583,00;Perdedora
Doc. 55055/19;00006/2019;Tomada de Precos;201036;4.105.000,00;2019;185787310001-84;23.981.585,00;Perdedora
Doc. 55055/19;00006/2019;Tomada de Precos;201036;4.105.000,00;2019;212119070001-70;23.876.026,00;Perdedora
Doc. 55055/19;00006/2019;Tomada de Precos;201036;38.536.178,00;2019;240648040001-12;21.145.924,00;Perdedora
Doc. 55055/19;00006/2019;Tomada de Precos;201036;1.540.000,00;2019;265209260001-00;21.547.069,00;Perdedora
Doc. 55055/19;00006/2019;Tomada de Precos;201036;38.536.178,00;2019;297113430001-46;23.206.066,00;Perdedora
Doc. 55055/19;00006/2019;Tomada de Precos;201036;1.540.000,00;2019;311722010001-08;23.805.903,00;Perdedora
Doc. 55062/19;00016/2019;Tomada de Precos;201178;4.549.000,00;2019;152337910001-77;64.664.706,00;Perdedora
Doc. 55062/19;00016/2019;Tomada de Precos;201178;4.549.000,00;2019;185787310001-84;63.623.877,00;Perdedora
Doc. 55062/19;00016/2019;Tomada de Precos;201178;54.679.643,00;2019;279445730001-20;62.978.687,00;Vencedora
Doc. 55063/19;00006/2019;Tomada de Precos;201085;1.760.000,00;2019;293796400001-36;8.010.000,00;Vencedora
Doc. 55063/19;00006/2019;Tomada de Precos;201085;54.679.643,00;2019;298780700001-29;1.260.000,00;Vencedora
Doc. 55063/19;00006/2019;Tomada de Precos;201085;16.000.000,00;2019;311191470001-29;2.160.000,00;Vencedora
Doc. 55063/19;00006/2019;Tomada de Precos;201085;1.760.000,00;2019;340336310001-29;8.010.000,00;Vencedora
Doc. 55065/20;00010/2020;Inexigibilidade;201151;15.956.504,00;2020;249218540001-79;10.800.000,00;Vencedora
Doc. 55080/19;00014/2019;Pregao Presencial;602139;13.898.500,00;2019;213638970001-98;6.519.970,00;Vencedora
Doc. 55084/19;00030/2019;Pregao Presencial;201060;49.618.000,00;2019;269329160001-73;5.174.600,00;Vencedora
Doc. 55085/19;00031/2019;Pregao Presencial;201060;14.922.000,00;2019;93414620001-47;9.170.000,00;Vencedora
Doc. 55085/19;00031/2019;Pregao Presencial;201060;14.922.000,00;2019;195020910001-91;7.519.500,00;Vencedora
Doc. 55085/19;00031/2019;Pregao Presencial;201060;49.618.000,00;2019;211878750001-14;34.209.950,00;Perdedora
Doc. 55093/20;00041/2020;Pregao Presencial;201086;15.956.504,00;2020;210778530001-00;720.000,00;Vencedora
Doc. 55093/20;00041/2020;Pregao Presencial;201086;51.469.772,00;2020;274529660001-16;800.000,00;Vencedora
Doc. 55107/20;00007/2020;Pregao Eletronico;201170;51.469.772,00;2020;41892400001-37;3.000.000,00;Perdedora
Doc. 55107/20;00007/2020;Pregao Eletronico;201170;492.150,00;2020;82289790001-61;2.148.000,00;Vencedora
Doc. 55107/20;00007/2020;Pregao Eletronico;201170;870.000,00;2020;133181350001-41;1.200.000,00;Perdedora
Doc. 55107/20;00007/2020;Pregao Eletronico;201170;1.594.800,00;2020;154556580001-65;2.760.000,00;Perdedora
Doc. 55107/20;00007/2020;Pregao Eletronico;201170;870.000,00;2020;237823190001-11;3.000.000,00;Perdedora
Doc. 55107/20;00007/2020;Pregao Eletronico;201170;51.469.772,00;2020;269475860001-90;4.800.000,00;Perdedora
Doc. 55107/20;00007/2020;Pregao Eletronico;201170;870.000,00;2020;700431380001-53;2.400.000,00;Perdedora
Doc. 55110/19;00041/2019;Pregao Presencial;201188;12.028.000,00;2019;91895170001-45;4.671.900,00;Vencedora
Doc. 55110/19;00041/2019;Pregao Presencial;201188;12.028.000,00;2019;242854350001-98;455.550,00;Vencedora
Doc. 55129/21;00047/2021;Pregao Eletronico;201010;5.170.000,00;2021;23230330001-06;31.000.000,00;Perdedora
Doc. 55129/21;00047/2021;Pregao Eletronico;201010;73.281.769,00;2021;177924700001-38;29.400.000,00;Vencedora
Doc. 55161/21;00032/2021;Pregao Presencial;201017;73.281.769,00;2021;119551080001-54;60.000.000,00;Vencedora
Doc. 55194/21;00025/2021;Pregao Presencial;201154;73.281.769,00;2021;80389210001-55;10.200.000,00;Vencedora
Doc. 55218/21;00003/2021;Tomada de Precos;201215;73.281.769,00;2021;372837980001-36;3.840.000,00;Vencedora
Doc. 55245/20;00008/2020;Pregao Presencial;201207;492.150,00;2020;357152340008-76;20.000.000,00;Vencedora
Doc. 55282/19;00028/2019;Pregao Presencial;201092;21.521.200,00;2019;81602900001-42;4.032.500,00;Vencedora
Doc. 55282/19;00028/2019;Pregao Presencial;201092;21.521.200,00;2019;152185610001-39;2.799.000,00;Vencedora
Doc. 55282/19;00028/2019;Pregao Presencial;201092;21.521.200,00;2019;301407960001-49;28.877.200,00;Perdedora
Doc. 55284/19;00029/2019;Pregao Presencial;201092;4.760.000,00;2019;81602900001-42;4.795.600,00;Vencedora
Doc. 55284/19;00029/2019;Pregao Presencial;201092;21.521.200,00;2019;152185610001-39;3.065.800,00;Vencedora
Doc. 55290/19;00030/2019;Pregao Presencial;201092;920.000,00;2019;81602900001-42;3.754.600,00;Vencedora
Doc. 55290/19;00030/2019;Pregao Presencial;201092;4.058.000,00;2019;152185610001-39;3.259.800,00;Vencedora
Doc. 55298/19;00006/2019;Pregao Presencial;601047;4.058.000,00;2019;177215420001-56;3.480.000,00;Vencedora
Doc. 55303/19;00001/2019;Convite;201157;4.058.000,00;2019;91330420001-75;6.399.370,00;Vencedora
Doc. 55303/19;00001/2019;Convite;201157;4.058.000,00;2019;107349810001-54;7.048.855,00;Perdedora
Doc. 55303/19;00001/2019;Convite;201157;4.058.000,00;2019;174282820001-25;6.756.619,00;Perdedora
Doc. 55303/19;00001/2019;Convite;201157;4.058.000,00;2019;209301890001-29;7.035.415,00;Perdedora
Doc. 55303/19;00001/2019;Convite;201157;4.058.000,00;2019;269420000001-02;7.074.337,00;Perdedora
Doc. 55314/19;00015/2019;Pregao Presencial;201087;4.058.000,00;2019;247263210001-36;8.834.500,00;Vencedora
Doc. 55314/21;00044/2021;Pregao Presencial;201034;73.281.769,00;2021;13197610001-73;13.680.000,00;Vencedora
Doc. 55315/19;00017/2019;Pregao Presencial;201168;4.058.000,00;2019;607469480001-12;10.000.500,00;Vencedora
Doc. 55316/19;00016/2019;Pregao Presencial;201087;4.058.000,00;2019;247263210001-36;14.375.500,00;Vencedora
Doc. 55319/21;00021/2021;Pregao Presencial;201193;73.281.769,00;2021;35008300001-76;5.280.000,00;Vencedora
Doc. 55320/20;00028/2020;Pregao Presencial;201006;492.150,00;2020;357152340009-57;10.450.000,00;Vencedora
Doc. 55327/19;00025/2019;Pregao Presencial;201025;459.900,00;2019;39771810001-07;13.300.000,00;Vencedora
Doc. 55328/21;00021/2021;Pregao Presencial;601015;73.281.769,00;2021;206276810001-20;7.450.000,00;Vencedora
Doc. 55329/19;00029/2019;Pregao Presencial;201025;459.900,00;2019;48264240001-60;350.000,00;Vencedora
Doc. 55329/19;00029/2019;Pregao Presencial;201025;100.000,00;2019;153481420001-11;2.537.000,00;Vencedora
Doc. 55329/19;00029/2019;Pregao Presencial;201025;459.900,00;2019;271361990001-36;3.486.000,00;Vencedora
Doc. 55329/19;00029/2019;Pregao Presencial;201025;49.845.000,00;2019;307124270001-83;1.807.750,00;Vencedora
Doc. 55340/19;00036/2019;Pregao Presencial;201088;6.000.000,00;2019;92516270001-90;6.000.000,00;Vencedora
Doc. 55344/19;00024/2019;Pregao Presencial;201062;8.907.400,00;2019;183363120001-36;15.294.370,00;Vencedora
Doc. 55345/19;00025/2019;Pregao Presencial;201062;8.907.400,00;2019;40676950001-80;2.460.000,00;Vencedora
Doc. 55345/19;00025/2019;Pregao Presencial;201062;8.907.400,00;2019;75531290001-76;2.184.000,00;Vencedora
Doc. 55346/19;10008/2019;Pregao Presencial;301062;8.907.400,00;2019;49061560001-97;5.821.180,00;Perdedora
Doc. 55346/19;10008/2019;Pregao Presencial;301062;98.111.840,00;2019;184213410001-04;1.560.000,00;Vencedora
Doc. 55346/19;10008/2019;Pregao Presencial;301062;9.000.000,00;2019;267833960001-84;1.484.000,00;Vencedora
Doc. 55346/19;10008/2019;Pregao Presencial;301062;98.111.840,00;2019;271433850001-00;2.360.000,00;Vencedora
Doc. 55346/19;10008/2019;Pregao Presencial;301062;7.500.000,00;2019;301550100001-67;700.000,00;Vencedora
Doc. 55347/19;00023/2019;Pregao Presencial;201062;122.033.965,00;2019;49061560001-97;3.625.000,00;Vencedora
Doc. 55347/19;00023/2019;Pregao Presencial;201062;7.937.875,00;2019;126331930001-05;1.380.000,00;Vencedora
Doc. 55347/19;00023/2019;Pregao Presencial;201062;122.033.965,00;2019;184213410001-04;950.000,00;Vencedora
Doc. 55347/19;00023/2019;Pregao Presencial;201062;7.937.875,00;2019;267188320001-31;4.695.000,00;Vencedora
Doc. 55347/19;00023/2019;Pregao Presencial;201062;7.937.875,00;2019;271433850001-00;340.000,00;Vencedora
Doc. 55347/19;00023/2019;Pregao Presencial;201062;37.390.000,00;2019;301550100001-67;240.000,00;Vencedora
Doc. 55349/19;00031/2019;Pregao Presencial;201111;122.033.965,00;2019;607469480001-12;11.765.000,00;Vencedora
Doc. 55350/19;00018/2019;Pregao Presencial;201019;122.033.965,00;2019;147203050001-82;4.380.000,00;Vencedora
Doc. 55351/19;00009/2019;Tomada de Precos;201212;122.033.965,00;2019;158078550001-04;52.014.310,00;Vencedora
Doc. 55352/19;00036/2019;Pregao Presencial;201022;99.460.393,00;2019;46859500001-58;3.025.000,00;Vencedora
Doc. 55354/19;00022/2019;Pregao Presencial;201174;99.460.393,00;2019;215622150001-76;7.425.000,00;Vencedora
Doc. 55355/19;00024/2019;Pregao Presencial;201174;99.460.393,00;2019;89931850001-94;3.839.040,00;Vencedora
Doc. 55356/19;00021/2019;Pregao Presencial;201174;99.460.393,00;2019;325978110001-08;15.060.000,00;Vencedora
Doc. 55356/19;00021/2019;Pregao Presencial;201174;99.460.393,00;2019;338473010001-04;4.860.000,00;Vencedora
Doc. 55356/19;00021/2019;Pregao Presencial;201174;99.460.393,00;2019;338498990001-70;4.824.000,00;Vencedora
Doc. 55356/19;00021/2019;Pregao Presencial;201174;99.460.393,00;2019;340323960001-70;7.440.000,00;Vencedora
Doc. 55356/19;00021/2019;Pregao Presencial;201174;99.460.393,00;2019;340332430001-48;7.440.000,00;Vencedora
Doc. 55357/19;00033/2019;Pregao Presencial;201103;99.460.393,00;2019;78970390001-00;2.800.000,00;Perdedora
Doc. 55357/19;00033/2019;Pregao Presencial;201103;14.813.910,00;2019;127109160001-14;3.580.000,00;Vencedora
Doc. 55358/19;00034/2019;Pregao Presencial;201103;52.779.640,00;2019;78970390001-00;1.200.000,00;Perdedora
Doc. 55358/19;00034/2019;Pregao Presencial;201103;52.779.640,00;2019;127109160001-14;1.198.000,00;Vencedora
Doc. 55361/19;00023/2019;Pregao Presencial;201174;52.779.640,00;2019;35173510001-62;28.474.400,00;Vencedora
Doc. 55361/19;00023/2019;Pregao Presencial;201174;4.620.000,00;2019;104794430001-60;25.514.400,00;Vencedora
Doc. 55361/20;00007/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);601052;4.320.000,00;2020;84494350001-20;41.960.000,00;Perdedora
Doc. 55361/20;00007/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);601052;9.490.500,00;2020;338640430001-74;41.000.000,00;Vencedora
Doc. 55362/19;00037/2019;Pregao Presencial;201181;22.891.200,00;2019;141407520001-62;2.128.100,00;Vencedora
Doc. 55362/19;00037/2019;Pregao Presencial;201181;4.620.000,00;2019;186583860001-99;1.066.000,00;Vencedora
Doc. 55363/19;00038/2019;Pregao Presencial;201181;19.900.000,00;2019;94424820001-04;1.380.000,00;Vencedora
Doc. 55363/19;00038/2019;Pregao Presencial;201181;19.900.000,00;2019;181380670001-52;1.440.000,00;Perdedora
Doc. 55365/19;00039/2019;Pregao Presencial;201181;1.140.879,00;2019;184217720001-62;4.080.000,00;Vencedora
Doc. 55366/19;00012/2019;Tomada de Precos;601043;2.400.000,00;2019;105963700001-97;3.575.000,00;Vencedora
Doc. 55367/19;00011/2019;Tomada de Precos;201043;1.820.000,00;2019;105963700001-97;8.580.000,00;Vencedora
Doc. 55368/19;00027/2019;Pregao Presencial;201193;50.000.000,00;2019;60952490001-04;5.395.000,00;Vencedora
Doc. 55369/19;00031/2019;Pregao Presencial;201092;2.500.000,00;2019;87118340001-17;15.647.275,00;Perdedora
Doc. 55369/19;00031/2019;Pregao Presencial;201092;28.740.000,00;2019;92356150001-71;14.687.200,00;Vencedora
Doc. 55374/19;00032/2019;Pregao Presencial;201092;4.000.000,00;2019;152185610001-39;4.613.030,00;Vencedora
Doc. 55374/19;00032/2019;Pregao Presencial;201092;3.465.000,00;2019;273201400001-01;5.584.238,00;Vencedora
Doc. 55381/19;00001/2019;Tomada de Precos;101151;3.600.000,00;2019;5320330001-82;1.250.000,00;Vencedora
Doc. 55382/19;00002/2019;Tomada de Precos;101151;1.998.000,00;2019;78449610001-21;1.571.500,00;Vencedora
Doc. 55383/19;00012/2019;Pregao Presencial;201175;1.998.000,00;2019;75531290001-76;1.360.000,00;Vencedora
Doc. 55396/19;00029/2019;Pregao Presencial;201163;8.663.100,00;2019;276168440001-18;25.026.000,00;Perdedora
Doc. 55396/19;00029/2019;Pregao Presencial;201163;8.663.100,00;2019;344471810001-10;15.920.000,00;Vencedora
Doc. 55398/21;00010/2021;Pregao Presencial;201134;73.281.769,00;2021;399333070001-80;1.250.000,00;Vencedora
Doc. 55402/19;00020/2019;Tomada de Precos;201002;8.663.100,00;2019;78183230001-36;10.319.300,00;Vencedora
Doc. 55403/19;00034/2019;Pregao Presencial;601026;8.663.100,00;2019;92516270001-90;1.589.000,00;Perdedora
Doc. 55403/19;00034/2019;Pregao Presencial;601026;9.800.796,00;2019;127109160001-14;8.146.000,00;Vencedora
Doc. 55403/19;00034/2019;Pregao Presencial;601026;15.360.000,00;2019;168260430001-60;5.017.142,00;Vencedora
Doc. 55403/19;00034/2019;Pregao Presencial;601026;9.800.796,00;2019;222286790001-03;1.213.015,00;Vencedora
Doc. 55403/19;00034/2019;Pregao Presencial;601026;9.800.796,00;2019;273201400001-01;2.616.000,00;Vencedora
Doc. 55417/19;00028/2019;Pregao Presencial;201222;13.000.000,00;2019;607469480001-12;6.804.000,00;Vencedora
Doc. 55436/19;00033/2019;Pregao Presencial;601026;520.000,00;2019;59326240001-60;7.289.550,00;Vencedora
Doc. 55436/19;00033/2019;Pregao Presencial;601026;10.792.525,00;2019;81602900001-42;31.783.200,00;Perdedora
Doc. 55436/19;00033/2019;Pregao Presencial;601026;1.725.000,00;2019;86747520001-40;1.461.980,00;Vencedora
Doc. 55436/19;00033/2019;Pregao Presencial;601026;3.600.000,00;2019;92102190001-90;3.688.315,00;Vencedora
Doc. 55436/19;00033/2019;Pregao Presencial;601026;3.889.000,00;2019;168260430001-60;2.203.559,00;Vencedora
Doc. 55436/19;00033/2019;Pregao Presencial;601026;1.725.000,00;2019;172274850001-53;9.279.876,00;Vencedora
Doc. 55436/19;00033/2019;Pregao Presencial;601026;1.725.000,00;2019;273201400001-01;666.466,00;Vencedora
Doc. 55450/19;00007/2019;Tomada de Precos;201111;2.800.000,00;2019;302330330001-42;15.869.945,00;Vencedora
Doc. 55455/21;00060/2021;Pregao Presencial;201057;73.281.769,00;2021;271416140001-40;3.000.000,00;Vencedora
Doc. 55464/21;00009/2021;Pregao Presencial;201115;73.281.769,00;2021;119551080001-54;7.200.000,00;Vencedora
Doc. 55469/21;00009/2021;Pregao Presencial;601115;73.281.769,00;2021;119551080001-54;7.200.000,00;Vencedora
Doc. 55494/19;00018/2019;Pregao Presencial;201204;9.810.214,00;2019;298058800001-55;8.601.005,00;Vencedora
Doc. 55497/19;00055/2019;Pregao Presencial;201209;9.884.824,00;2019;22962640004-02;3.129.000,00;Vencedora
Doc. 55514/19;00023/2019;Pregao Presencial;201083;1.750.000,00;2019;198586540001-89;5.280.000,00;Vencedora
Doc. 55534/19;00025/2019;Pregao Presencial;201164;16.000.000,00;2019;94427540001-76;11.088.100,00;Vencedora
Doc. 55536/19;00026/2019;Pregao Presencial;201164;200.000.000,00;2019;307124270001-83;17.864.000,00;Vencedora
Doc. 55544/19;00042/2019;Pregao Presencial;201188;4.200.000,00;2019;25968720001-90;11.514.500,00;Vencedora
Doc. 55544/19;00042/2019;Pregao Presencial;201188;2.450.000,00;2019;118956530001-00;2.562.675,00;Vencedora
Doc. 55544/19;00042/2019;Pregao Presencial;201188;3.213.000,00;2019;144557690001-09;251.600,00;Vencedora
Doc. 55544/19;00042/2019;Pregao Presencial;201188;4.200.000,00;2019;147451120001-86;868.515,00;Vencedora
Doc. 55544/19;00042/2019;Pregao Presencial;201188;1.100.000,00;2019;180727640001-58;599.600,00;Vencedora
Doc. 55544/19;00042/2019;Pregao Presencial;201188;700.000,00;2019;210627770001-50;10.236.400,00;Vencedora
Doc. 55570/19;00035/2019;Pregao Presencial;201030;14.300.000,00;2019;92484500001-72;3.718.800,00;Perdedora
Doc. 55570/19;00035/2019;Pregao Presencial;201030;14.300.000,00;2019;126618470001-04;4.800.000,00;Vencedora
Doc. 55573/19;00036/2019;Pregao Presencial;201030;15.600.500,00;2019;607469480001-12;19.006.000,00;Vencedora
Doc. 55575/19;00067/2019;Pregao Presencial;201212;13.323.750,00;2019;58289780001-60;4.060.000,00;Vencedora
Doc. 55576/19;00068/2019;Pregao Presencial;201212;13.323.750,00;2019;58289780001-60;3.885.000,00;Vencedora
Doc. 55618/19;00008/2019;Tomada de Precos;201067;10.000.000,00;2019;242635360001-68;39.245.150,00;Perdedora
Doc. 55618/19;00008/2019;Tomada de Precos;201067;3.168.000,00;2019;270820330001-84;35.459.221,00;Vencedora
Doc. 55618/19;00008/2019;Tomada de Precos;201067;456.000,00;2019;277761490001-13;43.027.789,00;Perdedora
Doc. 55618/19;00008/2019;Tomada de Precos;201067;84.134.000,00;2019;298788720001-39;44.129.768,00;Perdedora
Doc. 55618/19;00008/2019;Tomada de Precos;201067;84.134.000,00;2019;311624960001-23;40.675.588,00;Perdedora
Doc. 55649/19;00029/2019;Pregao Presencial;201219;3.960.993,00;2019;107144160001-25;27.665.434,00;Vencedora
Doc. 55649/19;00029/2019;Pregao Presencial;201219;22.631.450,00;2019;136915940001-76;26.064.908,00;Vencedora
Doc. 55654/19;00056/2019;Pregao Presencial;201078;7.544.000,00;2019;127340180001-04;23.778.902,00;Vencedora
Doc. 55654/19;00056/2019;Pregao Presencial;201078;14.837.350,00;2019;136269170001-48;25.094.014,00;Vencedora
Doc. 55654/19;00056/2019;Pregao Presencial;201078;29.787.400,00;2019;239022220001-03;22.281.050,00;Vencedora
Doc. 55654/19;00056/2019;Pregao Presencial;201078;12.708.264,00;2019;273201400001-01;26.171.876,00;Perdedora
Doc. 55655/19;09020/2019;Pregao Eletronico;201095;2.800.000,00;2019;291368440001-46;17.536.409,00;Vencedora
Doc. 55666/19;00031/2019;Pregao Presencial;201219;60.519.163,00;2019;73187070001-90;23.416.000,00;Vencedora
Doc. 55673/19;00030/2019;Pregao Presencial;201219;60.519.163,00;2019;12886730001-51;32.381.900,00;Vencedora
Doc. 55673/19;00030/2019;Pregao Presencial;201219;60.519.163,00;2019;20449710001-69;33.476.505,00;Vencedora
Doc. 55673/19;00030/2019;Pregao Presencial;201219;60.519.163,00;2019;49061560001-97;33.645.164,00;Vencedora
