,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,cast,keywords,director
2925,140000000,"['Action', 'Comedy', 'Crime']",,5174,tt0293564,en,Rush Hour 3,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",9.718111,2007-08-08,258022233.0,91.0,Released,The Rush Is On!,Rush Hour 3,False,6.1,801.0,"['Chris Tucker', 'Jackie Chan', 'Hiroyuki Sanada']",['ambassador'],Brett Ratner
2926,0,"['Comedy', 'Drama']",http://www.alongwaydownmovie.co.uk,141043,tt0458413,en,A Long Way Down,"Four lost souls decide to end their lives on the same night, New Year's Eve. When they meet unintentionally at the same suicide hotspot, they mutually agree to call off their plans for six weeks, forming an unconventional, dysfunctional family.",10.46897,2014-03-20,7176347.0,96.0,Released,Every friendship has its ups and downs.,A Long Way Down,False,6.2,356.0,"['Pierce Brosnan', 'Aaron Paul', 'Imogen Poots']",[],Pascal Chaumeil
2927,24000000,"['Comedy', 'Romance']",,184098,tt2239832,en,Think Like a Man Too,"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",7.576924,2014-06-20,70181428.0,105.0,Released,,Think Like a Man Too,False,6.3,229.0,"['Adam Brody', 'Michael Ealy', 'Jerry Ferrara']",[],Tim Story
2928,55000000,"['Thriller', 'Drama', 'Mystery']",,9315,tt0408790,en,Flightplan,"A claustrophobic, Hitchcockian thriller. A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet the child vanishes and nobody admits she was ever on that plane.",12.419851,2005-09-22,223387299.0,98.0,Released,If Someone Took Everything You Live For... How Far Would You Go To Get It Back?,Flightplan,False,6.1,796.0,"['Jodie Foster', 'Peter Sarsgaard', 'Sean Bean']","['berlin', 'loss of father', 'airplane']",Robert Schwentke
2929,5000000,"['Horror', 'Thriller']",,155084,tt2059171,en,13 Sins,"A bright but meek salesman, drowning in debt as he's about to get married, receives a mysterious phone call informing him that he's on a hidden camera game show where he must execute 13 tasks to receive a multi-million dollar cash prize.",9.067788,2014-04-18,13809.0,93.0,Released,You don't play the game. It plays you.,13 Sins,False,6.2,355.0,"['Mark Webber', 'Devon Graye', 'Rutina Wesley']",[],Daniel Stamm
2930,0,"['Comedy', 'Romance']",,11846,tt0101862,en,Father of the Bride,"George Banks is an ordinary, middle-class man whose 21 year-old daughter Annie has decided to marry a man from an upper-class family, but George can't think of what life would be like without his daughter. He becomes slightly insane, but his wife tries to make him happy for Annie, but when the wedding takes place at their home and a foreign wedding planner takes over the ceremony.",5.490622,1991-12-20,89325780.0,105.0,Released,Love is wonderful. Until it happens to your only daughter.,Father of the Bride,False,6.2,355.0,"['Steve Martin', 'Diane Keaton', 'Kimberly Williams-Paisley']","['son-in-law', 'father-in-law', 'fool']",Charles Shyer
2931,14000000,"['Thriller', 'Mystery', 'Adventure']",,12403,tt0971209,en,A Perfect Getaway,"For their honeymoon, newlyweds Cliff and Cydney head to the tropical islands of Hawaii. While journeying through the paradisaical countryside the couple encounters Kale and Cleo, two disgruntled hitchhikers and Nick and Gina, two wild but well-meaning spirits who help guide them through the lush jungles. The picturesque waterfalls and scenic mountainsides quickly give way to terror when Cliff and Cydney learn of a grisly murder that occurred nearby and realize that they're being followed by chance acquaintances that suspiciously fit the description of the killers.",11.017008,2009-06-08,22852638.0,98.0,Released,Welcome to paradise. Enter at your own risk.,A Perfect Getaway,False,6.2,355.0,"['Milla Jovovich', 'Timothy Olyphant', 'Steve Zahn']","['hawaii', 'honeymoon', 'double murder']",David Twohy
2932,5000000,"['Horror', 'Thriller']",http://www.asabovesobelowmovie.com/,256274,tt2870612,en,"As Above, So Below","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",10.846585,2014-08-14,40100000.0,93.0,Released,The only way out is down.,"As Above, So Below",False,6.1,788.0,"['Perdita Weeks', 'Ben Feldman', 'Edwin Hodge']","['paris', 'treasure', 'catacombs']",John Erick Dowdle
2933,40000000,"['Comedy', 'Romance']",http://www.bluefly.com/media/promotions/flash/shopaholic/main/shopaholic.html,20048,tt1093908,en,Confessions of a Shopaholic,"In the glamorous world of New York City, Rebecca Bloomwood is a fun-loving girl who is really good at shopping-a little too good, perhaps. She dreams of working for her favorite fashion magazine, but can't quite get her foot in the door-until ironically, she snags a job as an advice columnist for a financial magazine published by the same company.",8.198789,2009-02-05,108332743.0,104.0,Released,A new job? Hopefully. A new man? Possibly. A new handbag? Absolutely!,Confessions of a Shopaholic,False,6.1,787.0,"['Isla Fisher', 'Hugh Dancy', 'Krysten Ritter']","['new york', 'based on novel', 'shop']",P.J. Hogan
2934,27000000,"['Drama', 'Mystery', 'Thriller']",,9437,tt0119468,en,Kiss the Girls,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",12.235391,1997-10-03,60527873.0,115.0,Released,Smart Girls. Pretty Girls. Missing Girls.,Kiss the Girls,False,6.2,353.0,"['Morgan Freeman', 'Ashley Judd', 'Cary Elwes']","['washington d.c.', 'covered investigation', 'investigation']",Gary Fleder
2935,33000000,"['Action', 'Crime', 'Drama']",http://marvel.com/movies/movie/5/the_punisher,7220,tt0330793,en,The Punisher,"When undercover FBI agent Frank Castle's wife and son are slaughtered, he becomes 'the Punisher' -- a ruthless vigilante willing to go to any length to avenge his family.",18.250919,2004-04-15,54700105.0,124.0,Released,"There is no justice, there is only revenge.",The Punisher,False,6.1,786.0,"['Thomas Jane', 'John Travolta', 'Will Patton']","['chain', 'submachine gun', 'undercover']",Jonathan Hensleigh
2936,20000000,"['Action', 'Crime', 'Thriller']",,10651,tt0094963,en,The Dead Pool,"Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of actors and musicians. By the time Harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen, it may be too late...",7.066395,1988-07-12,0.0,91.0,Released,Dirty Harry Just Learned A New Game.,The Dead Pool,False,6.3,227.0,"['Clint Eastwood', 'Patricia Clarkson', 'Liam Neeson']","['prison', 'detective', 'gun']",Buddy Van Horn
2937,3000000,"['Horror', 'Thriller']",,9064,tt0095294,en,Hellbound: Hellraiser II,"Doctor Channard is sent a new patient, a girl warning of the terrible creatures that have destroyed her family, Cenobites who offer the most intense sensations of pleasure and pain. But Channard has been searching for the doorway to Hell for years, and Kirsty must follow him to save her father and witness the power struggles among the newly damned.",8.541732,1988-12-23,12090735.0,97.0,Released,Time to play.,Hellbound: Hellraiser II,False,6.3,227.0,"['Clare Higgins', 'Ashley Laurence', 'Kenneth Cranham']","['seduction', 'pain', 'hell']",Tony Randel
2938,25000000,"['Thriller', 'Action', 'Drama']",http://www.contrabandmovie.net,77866,tt1524137,en,Contraband,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago – smuggling – to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",10.595067,2012-01-12,63100000.0,109.0,Released,What would you hide to protect your family?,Contraband,False,6.1,777.0,"['Mark Wahlberg', 'Kate Beckinsale', 'Ben Foster']","['head wound', 'criminal', 'security guard']",Baltasar Kormákur
2939,50000000,"['Comedy', 'Romance']",,9801,tt0317198,en,Bridget Jones: The Edge of Reason,"Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life.",7.78817,2004-11-10,40203020.0,108.0,Released,Same Bridget. Brand new diary.,Bridget Jones: The Edge of Reason,False,6.1,775.0,"['Renée Zellweger', 'Hugh Grant', 'Colin Firth']","['london england', 'lovesickness', 'thailand']",Beeban Kidron
2940,0,"['Music', 'Family', 'Animation']",,16366,tt0264734,en,Joseph: King of Dreams,"In this animated retelling of the story from the Bible's Book of Genesis, Joseph's gift of dream interpretation and his brilliantly colored coat inspires jealousy in his brothers.",7.18782,2000-11-07,0.0,74.0,Released,,Joseph: King of Dreams,False,6.4,167.0,"['Ben Affleck', 'Mark Hamill', 'Richard Herd']","['bible', 'faith', 'christian film']",Rob LaDuca
2941,0,"['Action', 'Adventure']",,308504,tt2493486,en,Last Knights,"When an evil emperor executes their leader, his band of knights – bound by duty and honour – embarks on a journey of vengeance that will not come to an end until they've destroyed their mortal foe.",14.619519,2015-04-03,3643591.0,115.0,Released,,Last Knights,False,6.2,348.0,"['Clive Owen', 'Morgan Freeman', 'Aksel Hennie']","['loyalty', 'emperor', 'castle']",Kazuaki Kiriya
2942,0,"['Drama', 'Thriller', 'Crime']",http://www.magpictures.com/compliance/,84188,tt1971352,en,Compliance,"Sandra is the manager at a fast-food restaurant, and Becky is her teenaged counter girl who really needs the job. One stressful day, a police officer telephones and accuses Becky of stealing money from a customer’s purse, which Becky vehemently denies. Sandra, overwhelmed by her managerial responsibilities, complies with the officer’s orders to detain Becky, beginning a nightmare that tragically blurs the lines between expedience, prudence, legality and reason.",7.563444,2012-08-23,319285.0,90.0,Released,Power. Manipulation. Obedience.,Compliance,False,6.3,225.0,"['Ann Dowd', 'Dreama Walker', 'Pat Healy']",[],Craig Zobel
2943,0,"['Animation', 'Adventure', 'Family']",http://disneydvd.disney.go.com/tinker-bell-and-the-great-fairy-rescue.html,44683,tt1216515,en,Tinker Bell and the Great Fairy Rescue,"During a summer stay on the mainland, Tinker Bell is accidentally discovered while investigating a little girl's fairy house. As the other fairies, led by the brash Vidia, launch a daring rescue in the middle of a fierce storm, Tink develops a special bond with the lonely, little girl.",5.963431,2010-08-13,0.0,76.0,Released,,Tinker Bell and the Great Fairy Rescue,False,6.3,225.0,"['Mae Whitman', 'Lauren Mote', 'Michael Sheen']","['london england', 'flying', 'countryside']",Bradley Raymond
2944,32000000,"['Adventure', 'Comedy', 'Family']",,9354,tt0097523,en,"Honey, I Shrunk the Kids",The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,12.358786,1989-06-22,222724172.0,93.0,Released,"The most astonishing, innovative, backyard adventure of all time!","Honey, I Shrunk the Kids",False,6.1,756.0,"['Rick Moranis', 'Marcia Strassman', 'Matt Frewer']","['inventor', 'ant', 'shrinking']",Joe Johnston
2945,0,"['Drama', 'Science Fiction', 'Animation']",,152795,tt1821641,en,The Congress,"More than two decades after catapulting to stardom with The Princess Bride, an aging actress (Robin Wright, playing a version of herself) decides to take her final job: preserving her digital likeness for a future Hollywood. Through a deal brokered by her loyal, longtime agent and the head of Miramount Studios, her alias will be controlled by the studio, and will star in any film they want with no restrictions. In return, she receives healthy compensation so she can care for her ailing son and her digitized character will stay forever young. Twenty years later, under the creative vision of the studio’s head animator, Wright’s digital double rises to immortal stardom. With her contract expiring, she is invited to take part in “The Congress” convention as she makes her comeback straight into the world of future fantasy cinema.",8.534039,2013-05-16,455815.0,122.0,Released,,The Congress,False,6.4,165.0,"['Robin Wright', 'Harvey Keitel', 'Jon Hamm']",['animation'],Ari Folman
2946,0,"['Drama', 'Science Fiction', 'Animation']",,152795,tt1821641,en,The Congress,"More than two decades after catapulting to stardom with The Princess Bride, an aging actress (Robin Wright, playing a version of herself) decides to take her final job: preserving her digital likeness for a future Hollywood. Through a deal brokered by her loyal, longtime agent and the head of Miramount Studios, her alias will be controlled by the studio, and will star in any film they want with no restrictions. In return, she receives healthy compensation so she can care for her ailing son and her digitized character will stay forever young. Twenty years later, under the creative vision of the studio’s head animator, Wright’s digital double rises to immortal stardom. With her contract expiring, she is invited to take part in “The Congress” convention as she makes her comeback straight into the world of future fantasy cinema.",8.534039,2013-05-16,455815.0,122.0,Released,,The Congress,False,6.4,165.0,"['Robin Wright', 'Harvey Keitel', 'Jon Hamm']",['animation'],Ari Folman
2947,0,"['Drama', 'Science Fiction', 'Animation']",,152795,tt1821641,en,The Congress,"More than two decades after catapulting to stardom with The Princess Bride, an aging actress (Robin Wright, playing a version of herself) decides to take her final job: preserving her digital likeness for a future Hollywood. Through a deal brokered by her loyal, longtime agent and the head of Miramount Studios, her alias will be controlled by the studio, and will star in any film they want with no restrictions. In return, she receives healthy compensation so she can care for her ailing son and her digitized character will stay forever young. Twenty years later, under the creative vision of the studio’s head animator, Wright’s digital double rises to immortal stardom. With her contract expiring, she is invited to take part in “The Congress” convention as she makes her comeback straight into the world of future fantasy cinema.",8.534039,2013-05-16,455815.0,122.0,Released,,The Congress,False,6.4,165.0,"['Robin Wright', 'Harvey Keitel', 'Jon Hamm']",['animation'],Ari Folman
2948,0,"['Drama', 'Science Fiction', 'Animation']",,152795,tt1821641,en,The Congress,"More than two decades after catapulting to stardom with The Princess Bride, an aging actress (Robin Wright, playing a version of herself) decides to take her final job: preserving her digital likeness for a future Hollywood. Through a deal brokered by her loyal, longtime agent and the head of Miramount Studios, her alias will be controlled by the studio, and will star in any film they want with no restrictions. In return, she receives healthy compensation so she can care for her ailing son and her digitized character will stay forever young. Twenty years later, under the creative vision of the studio’s head animator, Wright’s digital double rises to immortal stardom. With her contract expiring, she is invited to take part in “The Congress” convention as she makes her comeback straight into the world of future fantasy cinema.",8.534039,2013-05-16,455815.0,122.0,Released,,The Congress,False,6.4,165.0,"['Robin Wright', 'Harvey Keitel', 'Jon Hamm']",['animation'],Ari Folman
2949,0,"['Drama', 'Science Fiction', 'Animation']",,152795,tt1821641,en,The Congress,"More than two decades after catapulting to stardom with The Princess Bride, an aging actress (Robin Wright, playing a version of herself) decides to take her final job: preserving her digital likeness for a future Hollywood. Through a deal brokered by her loyal, longtime agent and the head of Miramount Studios, her alias will be controlled by the studio, and will star in any film they want with no restrictions. In return, she receives healthy compensation so she can care for her ailing son and her digitized character will stay forever young. Twenty years later, under the creative vision of the studio’s head animator, Wright’s digital double rises to immortal stardom. With her contract expiring, she is invited to take part in “The Congress” convention as she makes her comeback straight into the world of future fantasy cinema.",8.534039,2013-05-16,455815.0,122.0,Released,,The Congress,False,6.4,165.0,"['Robin Wright', 'Harvey Keitel', 'Jon Hamm']",['animation'],Ari Folman
2950,0,"['Drama', 'Science Fiction', 'Animation']",,152795,tt1821641,en,The Congress,"More than two decades after catapulting to stardom with The Princess Bride, an aging actress (Robin Wright, playing a version of herself) decides to take her final job: preserving her digital likeness for a future Hollywood. Through a deal brokered by her loyal, longtime agent and the head of Miramount Studios, her alias will be controlled by the studio, and will star in any film they want with no restrictions. In return, she receives healthy compensation so she can care for her ailing son and her digitized character will stay forever young. Twenty years later, under the creative vision of the studio’s head animator, Wright’s digital double rises to immortal stardom. With her contract expiring, she is invited to take part in “The Congress” convention as she makes her comeback straight into the world of future fantasy cinema.",8.534039,2013-05-16,455815.0,122.0,Released,,The Congress,False,6.4,165.0,"['Robin Wright', 'Harvey Keitel', 'Jon Hamm']",['animation'],Ari Folman
2951,0,"['Drama', 'Science Fiction', 'Animation']",,152795,tt1821641,en,The Congress,"More than two decades after catapulting to stardom with The Princess Bride, an aging actress (Robin Wright, playing a version of herself) decides to take her final job: preserving her digital likeness for a future Hollywood. Through a deal brokered by her loyal, longtime agent and the head of Miramount Studios, her alias will be controlled by the studio, and will star in any film they want with no restrictions. In return, she receives healthy compensation so she can care for her ailing son and her digitized character will stay forever young. Twenty years later, under the creative vision of the studio’s head animator, Wright’s digital double rises to immortal stardom. With her contract expiring, she is invited to take part in “The Congress” convention as she makes her comeback straight into the world of future fantasy cinema.",8.534039,2013-05-16,455815.0,122.0,Released,,The Congress,False,6.4,165.0,"['Robin Wright', 'Harvey Keitel', 'Jon Hamm']",['animation'],Ari Folman
2952,0,"['Drama', 'Science Fiction', 'Animation']",,152795,tt1821641,en,The Congress,"More than two decades after catapulting to stardom with The Princess Bride, an aging actress (Robin Wright, playing a version of herself) decides to take her final job: preserving her digital likeness for a future Hollywood. Through a deal brokered by her loyal, longtime agent and the head of Miramount Studios, her alias will be controlled by the studio, and will star in any film they want with no restrictions. In return, she receives healthy compensation so she can care for her ailing son and her digitized character will stay forever young. Twenty years later, under the creative vision of the studio’s head animator, Wright’s digital double rises to immortal stardom. With her contract expiring, she is invited to take part in “The Congress” convention as she makes her comeback straight into the world of future fantasy cinema.",8.534039,2013-05-16,455815.0,122.0,Released,,The Congress,False,6.4,165.0,"['Robin Wright', 'Harvey Keitel', 'Jon Hamm']",['animation'],Ari Folman
2953,1000000,"['Drama', 'Horror']",,11298,tt0082533,en,The Howling,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.",6.715512,1981-04-03,17985893.0,91.0,Released,Imagine your worst fear a reality,The Howling,False,6.4,165.0,"['Patrick Macnee', 'Dennis Dugan', 'Christopher Stone']","['insane asylum', 'werewolf', 'newswoman']",Joe Dante
2954,30000000,"['Action', 'Thriller']",http://www.atomicblonde.com/,341013,tt2406566,en,Atomic Blonde,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,14.455104,2017-07-26,90007945.0,115.0,Released,,Atomic Blonde,False,6.1,748.0,"['Charlize Theron', 'James McAvoy', 'Sofia Boutella']","['berlin', 'spy', 'undercover']",David Leitch
2955,0,"['Comedy', 'Family', 'Fantasy']",,11548,tt0092494,en,*batteries not included,"In a soon to be demolished block of apartments, the residents resist the criminal methods used to force them to leave so a greedy tycoon can build his new skyscraper. When tiny mechanical aliens land for a recharge, they decide to stay and help out.",11.492174,1987-12-18,65088797.0,106.0,Released,"Five ordinary people needed a miracle. Then one night, Faye Riley left the window open.",Batteries not Included,False,6.3,222.0,"['Hume Cronyn', 'Jessica Tandy', 'Frank McRae']","['extraterrestrial technology', 'alien life-form', 'alien phenomenons']",Matthew Robbins
2956,0,['Comedy'],https://itunes.apple.com/us/movie/the-inbetweeners/id586818977?ign-mpt=uo%3D4,69798,tt1716772,en,The Inbetweeners Movie,"High school graduation just wouldn’t be complete without an un-chaperoned, uninhibited and unforgettable final holiday. At least that’s what Will, Jay, Simon and Neil think when they book a two-week stay on an exotic Greek island. As their dreams of sun-drenched days and booze-filled nights are left hopelessly unfulfilled, the lads fight their way into the party scene with hilariously humiliating results in this smash hit UK raunchy comedy.",5.747681,2011-08-19,88025781.0,97.0,Released,This year four boys become men.,The Inbetweeners Movie,False,6.2,341.0,"['Simon Bird', 'James Buckley', 'Blake Harrison']","['holiday', 'british youth', 'briton abroad']",Ben Palmer
2957,19500000,"['Crime', 'Drama', 'Mystery']",http://secretintheireyes.movie/,290751,tt1741273,en,Secret in Their Eyes,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",6.79115,2015-10-14,34854990.0,111.0,Released,The truth lies in the most unexpected places.,Secret in Their Eyes,False,6.2,341.0,"['Chiwetel Ejiofor', 'Nicole Kidman', 'Julia Roberts']","['fbi', 'missing child']",Billy Ray
2958,19000000,['Comedy'],http://www2.warnerbros.com/acinderellastory/index.html,11247,tt0356470,en,A Cinderella Story,"Sam Montgomery is a tomboyish, unpopular girl at school. She has been text messaging a somebody named Nomad for a few months and he asks her to meet him at the Halloween dance at 11:00 in the middle of the dance floor. The only problem is, she must get back to the diner, ran by her wicked Stepmom Fiona by 12 sharp because she is not supposed to be there. Before Nomad can found out who she is, she must leave with her best friend, Carter driving her back to the diner. After that night, everything in Sam's life goes wacko!",8.385361,2004-07-10,70067909.0,95.0,Released,Once upon a time... can happen any time.,A Cinderella Story,False,6.1,737.0,"['Hilary Duff', 'Jennifer Coolidge', 'Chad Michael Murray']","['jealousy', 'cinderella', 'work']",Mark Rosman
2959,0,"['Comedy', 'Drama', 'Romance']",http://www.celesteandjesse.com,84184,tt1405365,en,Celeste & Jesse Forever,"Celeste and Jesse met in high school and got married young. They laugh at the same jokes and finish each other’s sentences. They are forever linked in their friends’ minds as the perfect couple – she, a high-powered businesswoman and budding novelist; he, a free spirit who keeps things from getting boring. Their only problem is that they have decided to get divorced. Can their perfect relationship withstand this minor setback?",6.348565,2012-08-03,3094813.0,91.0,Released,A Loved Story,Celeste & Jesse Forever,False,6.4,164.0,"['Rashida Jones', 'Andy Samberg', 'Elijah Wood']","['relationship problems', 'male female relationship', 'divorce']",Lee Toland Krieger
2960,24000000,['Comedy'],http://www.zackandmiri.com,10358,tt1007028,en,Zack and Miri Make a Porno,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",6.449332,2008-09-18,42105111.0,102.0,Released,What would you do to get out of debt?,Zack and Miri Make a Porno,False,6.1,734.0,"['Seth Rogen', 'Elizabeth Banks', 'Jennifer Schwalbach Smith']","['pornography', ""love of one's life"", 'platonic love']",Kevin Smith
2961,10000000,"['Horror', 'Thriller']",,8922,tt0263488,en,Jeepers Creepers,"A college-age brother and sister get more than they bargained for on their road trip home from spring break. When the bickering siblings witness a creepy truck driver tossing body bags into a sewer near an abandoned church, they investigate. Bad move! Opening a Pandora's Box of unspeakable evil, the pair must flee for their lives -- with a monstrous ""shape"" in hot pursuit.",10.414363,2001-07-01,59217789.0,90.0,Released,What’s eating you?,Jeepers Creepers,False,6.1,731.0,"['Gina Philips', 'Justin Long', 'Jonathan Breck']","['mass murder', 'song', 'brother']",Victor Salva
2962,20000000,['Comedy'],http://fistfightmovie.com/,345922,tt3401882,en,Fist Fight,"When one school teacher gets the other fired, he is challenged to an after-school fight.",22.831649,2017-02-16,0.0,91.0,Released,After school. Parking lot. It's on.,Fist Fight,False,6.2,339.0,"['Charlie Day', 'Ice Cube', 'Tracy Morgan']","['high school', 'high school teacher']",Richie Keen
2963,15000000,"['Horror', 'Thriller']",http://www.foxsearchlight.com/thehillshaveeyes/,9792,tt0454841,en,The Hills Have Eyes,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",18.960549,2006-03-10,69623713.0,107.0,Released,The lucky ones die first.,The Hills Have Eyes,False,6.1,726.0,"['Aaron Stanford', 'Kathleen Quinlan', 'Vinessa Shaw']","['ambush', 'rape', 'gas station']",Alexandre Aja
2964,85000000,"['Adventure', 'Fantasy', 'Action']",,9593,tt0107362,en,Last Action Hero,"Danny is obsessed with a fictional movie character action hero Jack Slater. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend.",9.434006,1993-06-18,137298489.0,130.0,Released,This isn't the movies anymore.,Last Action Hero,False,6.1,725.0,"['Arnold Schwarzenegger', 'F. Murray Abraham', 'Art Carney']","['magic', 'movie in movie', 'spoof']",John McTiernan
2965,0,"['Fantasy', 'Horror', 'Comedy']",,6069,tt0094332,en,The Witches of Eastwick,Three single women in a picturesque village have their wishes granted - at a cost - when a mysterious and flamboyant man arrives in their lives.,13.031671,1987-06-12,63766510.0,118.0,Released,Three Beautiful Women. One Lucky Devil.,The Witches of Eastwick,False,6.2,334.0,"['Jack Nicholson', 'Cher', 'Susan Sarandon']","['witch', 'new england']",George Miller
2966,0,['Comedy'],,173185,tt2186812,fr,20 ans d'écart,"Alice Lantins is 38, ambitious and so committed to her work that she neglects her personal life.  In short, she is the ideal candidate for the next editor of the magazine Rebelle, or would be were it not for the fact that she appears to be stuck in a rut.  When Balthazar, a charming 20-year-old, crosses her path, her colleagues begin to see her in a whole new light...",5.616687,2013-03-06,0.0,92.0,Released,,It Boy,False,6.2,332.0,"['Virginie Efira', 'Pierre Niney', 'Gilles Cohen']",[],David Moreau
2967,66000000,"['Action', 'Adventure', 'Thriller']",,49021,tt1448755,en,Killer Elite,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.",8.046632,2011-09-23,57777106.0,116.0,Released,May the best man live.,Killer Elite,False,6.1,703.0,"['Jason Statham', 'Clive Owen', 'Robert De Niro']",['rescue'],Gary McKendry
2968,0,"['Comedy', 'Drama']",http://DontThinkTwiceMovie.com,356298,tt4972062,en,Don't Think Twice,"An improv group deals with several crises, including the loss of their lease and one member hitting the big time.",8.067119,2016-07-22,4417667.0,90.0,Released,The spotlight's not for everyone.,Don't Think Twice,False,6.4,161.0,"['Keegan-Michael Key', 'Gillian Jacobs', 'Mike Birbiglia']",[],Mike Birbiglia
2969,32000000,"['Drama', 'Fantasy', 'Romance']",,9294,tt0117333,en,Phenomenon,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",5.575992,1996-07-05,152036382.0,123.0,Released,Some things in life just can't be explained.,Phenomenon,False,6.2,328.0,"['John Travolta', 'Kyra Sedgwick', 'Forest Whitaker']","['brain tumor', 'telekinesis', 'genius']",Jon Turteltaub
2970,2457000,['Comedy'],http://www.notteprimadegliesami.it/,33365,tt0772187,it,Notte prima degli esami,"Rome, 1989. Luca Molinari meets Claudia in a party, both of them are stressed about the upcoming final exams. Luca falls in love with the girl and now spends his time looking for her.  He is assisted by his inseparable friends:  Alice, Richard, Simon and Maximilian in his journey to find the girl he has fallen in love with.",4.250923,2006-02-17,0.0,100.0,Released,,The Night Before the Exams,False,6.3,215.0,"['Nicolas Vaporidis', 'Giorgio Faletti', 'Cristiana Capotondi']","['new love', 'final exam']",Fausto Brizzi
2971,25000000,"['Family', 'Comedy']",,1268,tt0453451,en,Mr. Bean's Holiday,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",10.19853,2007-03-22,229736344.0,90.0,Released,Disaster has a passport.,Mr. Bean's Holiday,False,6.1,682.0,"['Rowan Atkinson', 'Max Baldry', 'Emma de Caunes']","['holiday', 'france', 'film director']",Steve Bendelack
2972,0,"['Romance', 'Comedy', 'Family']",,10897,tt0110366,en,The Little Rascals,"Spanky, Alfalfa, Buckwheat, and the other characters made famous in the Our Gang shorts of the 1920s and 1930s are brought back to life in this nostalgic children's comedy. When Alfalfa starts to question his devotion to the club's principles after falling for the beautiful nine-year old Darla, the rest of the gang sets out to keep them apart.",6.707109,1994-08-05,67308282.0,82.0,Released,Mischief loves company,The Little Rascals,False,6.3,214.0,"['Bug Hall', 'Travis Tedford', 'Brittany Ashton Holmes']","['running', 'shenanigan', 'friendship']",Penelope Spheeris
2973,85000000,"['Adventure', 'Animation', 'Family']",http://www.sonypictures.com/movies/openseason/,7484,tt0400717,en,Open Season,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",11.744242,2006-09-29,197309027.0,83.0,Released,One Fur All & All Fur One,Open Season,False,6.1,676.0,"['Martin Lawrence', 'Ashton Kutcher', 'Gary Sinise']","['hunter', 'mountain', 'garage']",Jill Culton
